abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point,                         country:keyword,                city:keyword,                   city_location:geo_point
SJD,           Los Cabos Int'l,                             8,                major,            POINT(-109.717858386909 23.1626574483597),  Mexico,                         San José del Cabo,              POINT(-109.7081 23.0614)
SLE,           McNary Field,                                8,                major,            POINT(-123.007871479404 44.9105138452142),  United States,                  Keizer,                         POINT(-123.0243 45.0028)
SLW,           Plan de Guadalupe,                           8,                mid,              POINT(-100.932260548587 25.5479976419974),  Mexico,                         Saltillo,                       POINT(-100.9919 25.4231)
SNN,           Shannon,                                     8,                major,            POINT(-8.92242885557686 52.6934537102532),  Ireland,                        Shannon,                        POINT(-8.8686 52.7137)
SON,           Santo Pekoa Int'l,                           8,                mid,              POINT(167.220894919375 -15.5055387370858),  Vanuatu,                        Luganville,                     POINT(167.1667 -15.5333)
SRG,           Achmad Yani,                                 8,                mid,              POINT(110.378556255666 -6.97873484956982),  Indonesia,                      Semarang,                       POINT(110.4167 -6.9667)
SXR,           Srinagar,                                    8,                [military,mid],   POINT(74.7826243672311 33.9830909431623),   India,                          Bāramūla,                       POINT(74.34 34.2)
TAP,           Tapachula Int'l,                             8,                mid,              POINT(-92.370003 14.7911281338773),         Mexico,                         Tapachula,                      POINT(-92.2667 14.9)
TGD,           Podgorica,                                   8,                major,            POINT(19.2466868618873 42.3679335195428),   Montenegro,                     Podgorica,                      POINT(19.2629 42.4413)
TLH,           Tallahassee Reg.,                            8,                major,            POINT(-84.3449953984858 30.3955576176938),  United States,                  Tallahassee,                    POINT(-84.2527 30.4551)
TRN,           Turin Int'l,                                 8,                major,            POINT(7.64416230362133 45.1916600734642),   Italy,                          Turin,                          POINT(7.6761 45.0792)
