abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
BGO,Bergen Flesland,Askøy,Askøy,POINT(5.15 60.4667),"POLYGON((4.8979 60.6319\,4.9216 60.5497\,4.9761 60.5092\,5.0573 60.4117\,5.1003 60.414\,5.1701 60.3818\,5.2803 60.4091\,5.2372 60.4954\,4.9976 60.5518\,4.9817 60.5607\,4.995 60.5782\,4.9582 60.5883\,4.9297 60.6266\,4.8979 60.6319))"
BGY,Orio Al Serio,Bergamo,Bergamo,POINT(9.67 45.695),"POLYGON((9.6194 45.7191\,9.6347 45.658\,9.6889 45.6665\,9.7137 45.6886\,9.687 45.7314\,9.6194 45.7191))"
BHO,Bairagarh,Bhopal,Bhopāl,POINT(77.4167 23.25),"POLYGON((77.2686 23.2423\,77.3301 23.2284\,77.3444 23.1861\,77.4124 23.1955\,77.4703 23.1435\,77.4894 23.1527\,77.4785 23.1897\,77.5238 23.2221\,77.5172 23.2617\,77.5294 23.2783\,77.5004 23.2851\,77.4791 23.2695\,77.4458 23.3251\,77.4172 23.3108\,77.3371 23.3275\,77.3036 23.2726\,77.3119 23.252\,77.2686 23.2423))"
BHQ,Broken Hill,Broken Hill City Council,Broken Hill,POINT(141.4667 -31.95),"POLYGON((141.3928 -31.9798\,141.4121 -32.0026\,141.463 -32.0025\,141.4785 -32.0192\,141.483 -32.0025\,141.5426 -32.0024\,141.5455 -31.9248\,141.5311 -31.9129\,141.5647 -31.9074\,141.5635 -31.885\,141.4127 -31.8864\,141.413 -31.972\,141.3928 -31.9798))"
BHX,Birmingham Int'l,Solihull,Solihull,POINT(-1.778 52.413),"POLYGON((-1.872 52.3676\,-1.8078 52.3666\,-1.7777 52.3477\,-1.7792 52.3645\,-1.746 52.355\,-1.7208 52.3726\,-1.7178 52.3681\,-1.7208 52.3591\,-1.7186 52.3557\,-1.6484 52.3567\,-1.6079 52.3765\,-1.6022 52.416\,-1.6145 52.428\,-1.5935 52.4535\,-1.6243 52.4636\,-1.6414 52.4433\,-1.6772 52.4363\,-1.7464 52.5097\,-1.7939 52.5088\,-1.7558 52.4995\,-1.755 52.4563\,-1.8003 52.4583\,-1.8436 52.4105\,-1.8667 52.411\,-1.8455 52.3998\,-1.872 52.3676))"
BIO,Bilbao,Bilbao,Bilbao,POINT(-2.9236 43.2569),"POLYGON((-2.986 43.2461\,-2.9292 43.2137\,-2.9064 43.2263\,-2.9209 43.2423\,-2.8803 43.2653\,-2.9105 43.2858\,-2.9178 43.2738\,-2.9714 43.2901\,-2.9706 43.2586\,-2.986 43.2461))"
BJL,Yundum Int'l,Kanifing,Serekunda,POINT(-16.6667 13.4333),"POLYGON((-16.7193 13.4531\,-16.6701 13.4185\,-16.5891 13.4228\,-16.5858 13.4485\,-16.6157 13.4779\,-16.6578 13.4739\,-16.6674 13.4893\,-16.7193 13.4531))"
BJM,Bujumbura Int'l,Bujumbura Mairie,Bujumbura,POINT(29.3667 -3.3833),"POLYGON((29.2888 -3.3451\,29.3407 -3.3629\,29.3503 -3.3904\,29.3384 -3.432\,29.3687 -3.445\,29.3845 -3.3964\,29.4046 -3.4\,29.4046 -3.3442\,29.4218 -3.322\,29.3118 -3.305\,29.3182 -3.3474\,29.2888 -3.3451))"
BJX,Del Bajio Int'l,León,León de los Aldama,POINT(-101.6833 21.1167),"POLYGON((-101.8334 21.1373\,-101.8005 21.0809\,-101.8089 21.052\,-101.7799 21.0425\,-101.7838 21.0163\,-101.7304 21.0053\,-101.7384 20.9818\,-101.6684 20.9942\,-101.6714 20.951\,-101.7128 20.9545\,-101.7224 20.909\,-101.6885 20.893\,-101.6894 20.8646\,-101.6641 20.8984\,-101.6466 20.8915\,-101.6414 20.9291\,-101.5951 20.9254\,-101.5887 20.9385\,-101.5862 20.9083\,-101.5675 20.9052\,-101.5613 20.9443\,-101.5406 20.9442\,-101.5518 20.9579\,-101.5641 20.9504\,-101.5621 20.9789\,-101.5818 20.9769\,-101.5732 21.0295\,-101.4994 21.0104\,-101.4858 21.0263\,-101.4726 21.1522\,-101.3948 21.1289\,-101.3722 21.177\,-101.3912 21.2129\,-101.427 21.2278\,-101.4431 21.254\,-101.4984 21.2551\,-101.5016 21.2331\,-101.5183 21.2291\,-101.5373 21.2725\,-101.644 21.3302\,-101.6425 21.3009\,-101.6609 21.2872\,-101.6867 21.2941\,-101.702 21.2755\,-101.7597 21.2676\,-101.7811 21.1605\,-101.804 21.1663\,-101.8118 21.1412\,-101.8334 21.1373))"
BKI,Kota Kinabalu Int'l,Kota Kinabalu,Kota Kinabalu,POINT(116.0725 5.975),"POLYGON((116.04 5.916\,116.0871 5.9442\,116.195 5.9501\,116.2789 5.8578\,116.2362 5.952\,116.2667 5.979\,116.267 6.0247\,116.2789 6.0231\,116.2817 6.0419\,116.2128 6.0365\,116.2103 6.0728\,116.1794 6.0976\,116.1809 6.1185\,116.138 6.0988\,116.1392 6.1383\,116.0944 6.1201\,116.085 6.1072\,116.1018 6.0779\,116.1139 6.0986\,116.1324 6.091\,116.1285 6.0581\,116.1099 6.0513\,116.1102 5.9979\,116.0809 5.9981\,116.04 5.9567\,116.04 5.916))"
BKO,Bamako Sénou,Bamako,Bamako,POINT(-7.9922 12.6458),"POLYGON((-8.045 12.6748\,-8.0678 12.5619\,-8.0355 12.5664\,-8.0383 12.5967\,-7.9881 12.5276\,-7.9202 12.5183\,-7.9287 12.5854\,-7.906 12.6093\,-7.9006 12.6459\,-7.9141 12.6801\,-7.9313 12.6828\,-7.9467 12.7137\,-7.9819 12.6811\,-8.019 12.6782\,-8.0219 12.6597\,-8.045 12.6748))"
BLR,Bengaluru Int'l,Bangalore North,Bangalore,POINT(77.5917 12.9789),"POLYGON((77.3756 13.0288\,77.3718 12.9921\,77.4434 12.981\,77.4424 12.9589\,77.4619 12.9486\,77.5508 12.9501\,77.5549 12.9317\,77.5987 12.9373\,77.5967 12.9547\,77.6204 12.9512\,77.6645 12.9157\,77.642 12.9499\,77.6433 13.0412\,77.592 13.0575\,77.5837 13.0461\,77.5355 13.0515\,77.5389 13.0331\,77.5343 13.0349\,77.5231 13.0461\,77.5408 13.0907\,77.4684 13.0877\,77.4753 13.1211\,77.4566 13.1289\,77.4607 13.1608\,77.4469 13.1656\,77.3929 13.1176\,77.4288 13.086\,77.4237 13.0703\,77.3837 13.0674\,77.3891 13.0265\,77.3756 13.0288))"
BLZ,Chileka Int'l,Blantyre,Blantyre,POINT(35.0058 -15.7861),"POLYGON((34.7195 -15.6994\,34.7381 -15.7517\,34.7357 -15.8168\,34.873 -15.8292\,34.8807 -15.8607\,34.8548 -15.9025\,34.8694 -15.9205\,34.8465 -15.9661\,34.8886 -15.9683\,34.888 -16.0183\,34.9269 -16.005\,34.9223 -15.9943\,34.9498 -15.9863\,34.9624 -15.947\,34.9995 -15.9162\,35.026 -15.927\,35.0641 -15.9076\,35.0912 -15.8721\,35.081 -15.8481\,35.1066 -15.8489\,35.1262 -15.8192\,35.1064 -15.7598\,35.1247 -15.7404\,35.1112 -15.7149\,35.1247 -15.6915\,35.1083 -15.6853\,35.1212 -15.6483\,35.0967 -15.6205\,35.1307 -15.534\,35.1032 -15.5454\,35.0926 -15.5359\,35.1338 -15.4727\,35.1034 -15.4741\,35.0691 -15.444\,35.054 -15.401\,35.0223 -15.3891\,35.0029 -15.3551\,34.9253 -15.3616\,34.8666 -15.4376\,34.828 -15.5314\,34.7503 -15.5817\,34.7635 -15.6614\,34.7195 -15.6994))"
BMA,Bromma,Stockholms kommun,Stockholm,POINT(18.0686 59.3294),"POLYGON((17.7607 59.3918\,17.7963 59.3551\,17.9548 59.3107\,17.8665 59.2862\,17.8779 59.2681\,17.9479 59.2878\,17.9634 59.2685\,18.108 59.2273\,18.1337 59.2424\,18.1937 59.2298\,18.2001 59.2475\,18.1497 59.2658\,18.1054 59.3137\,18.1603 59.3208\,18.1605 59.3346\,18.0617 59.3753\,18.0364 59.3714\,18.049 59.3568\,18.0248 59.3393\,17.9814 59.3451\,17.9277 59.3746\,17.976 59.3996\,17.9028 59.4401\,17.8884 59.4302\,17.8962 59.4118\,17.8399 59.3813\,17.8172 59.399\,17.7607 59.3918))"
BME,Broome Int'l,Shire Of Broome,Broome,POINT(122.2361 -17.9619),"POLYGON((120.044 -19.8493\,120.0641 -20.07\,120.6669 -20.07\,120.6848 -19.875\,121.1139 -19.9066\,121.1139 -19.7947\,123.566 -19.7941\,123.566 -18.7541\,123.4042 -18.7541\,123.5157 -18.4982\,123.3486 -18.4982\,123.3486 -18.2722\,123.1483 -18.2721\,123.1483 -17.8151\,122.9961 -17.8151\,122.9961 -17.5373\,123.1652 -17.5373\,123.0289 -17.2331\,123.4863 -17.1828\,123.2286 -16.6179\,123.2672 -16.3586\,123.0704 -16.1859\,122.1693 -17.1045\,122.1005 -18.2591\,121.6622 -18.529\,121.3442 -19.2019\,120.9042 -19.5853\,120.044 -19.8493))"
BNA,Nashville Int'l,Nashville-Davidson,Nashville,POINT(-86.7842 36.1715),"POLYGON((-86.9096 36.3899\,-87.0404 35.9892\,-86.6144 35.9678\,-86.5156 36.1006\,-86.7548 36.4055\,-86.9096 36.3899)\,(-86.7882 36.0373\,-86.8511 36.1242\,-86.7647 36.1016\,-86.7882 36.0373)\,(-86.7734 36.1124\,-86.757 36.1246\,-86.7593 36.1116\,-86.7734 36.1124))"
BND,Bandar Abbass Int'l,بخش مرکزی شهرستان بندرعباس,Bandar ‘Abbās,POINT(56.2667 27.1833),"POLYGON((55.7358 27.0913\,55.7595 27.0597\,55.7598 26.9624\,55.9575 26.9857\,56.1752 27.0873\,56.3218 27.1209\,56.4725 27.1313\,56.5307 27.1209\,56.5373 27.1746\,56.4957 27.2923\,56.4979 27.4884\,56.5309 27.5344\,56.6342 27.605\,56.6559 27.6905\,56.7222 27.7182\,56.6217 27.9149\,56.5118 27.8981\,56.4999 27.9085\,56.5082 27.9643\,56.0196 27.9246\,56.1001 27.8673\,56.197 27.8345\,56.3245 27.6837\,56.4254 27.6642\,56.2507 27.5942\,56.2804 27.5559\,56.2879 27.4931\,56.2201 27.4834\,56.1515 27.4267\,55.9955 27.3839\,55.9811 27.3277\,56.0262 27.3147\,56.0445 27.2801\,56.0201 27.232\,55.9311 27.1963\,55.8823 27.2128\,55.7439 27.196\,55.7489 27.1298\,55.7358 27.0913))"
BNE,Brisbane Int'l,Brisbane City,Brisbane,POINT(153.0281 -27.4678),"POLYGON((152.6797 -27.3723\,152.7432 -27.5671\,153.1787 -27.6051\,153.2022 -27.3529\,153.0668 -27.2815\,152.6797 -27.3723))"
BNI,Benin,Oredo,Benin City,POINT(5.6222 6.3333),"POLYGON((5.4622 6.1\,5.5149 6.094\,5.5707 6.2072\,5.6214 6.2262\,5.6446 6.3705\,5.5966 6.3497\,5.5288 6.2772\,5.4909 6.2111\,5.4622 6.1))"
BOD,Bordeaux,Bordeaux,Bordeaux,POINT(-0.58 44.84),"POLYGON((-0.6387 44.8592\,-0.6029 44.8184\,-0.5894 44.8253\,-0.5739 44.8108\,-0.5347 44.8244\,-0.5481 44.8357\,-0.5354 44.8891\,-0.5474 44.9162\,-0.5805 44.9088\,-0.5758 44.866\,-0.5941 44.8532\,-0.631 44.8717\,-0.6387 44.8592))"
BOG,Eldorado Int'l,Bogotá,Bogotá,POINT(-74.0722 4.7111),"POLYGON((-74.2235 4.6252\,-74.1837 4.5965\,-74.1772 4.5537\,-74.1594 4.561\,-74.173 4.5413\,-74.1516 4.5386\,-74.1566 4.5267\,-74.1319 4.5368\,-74.1371 4.5475\,-74.1366 4.5521\,-74.1332 4.5563\,-74.1213 4.487\,-74.0963 4.4856\,-74.1094 4.5389\,-74.0969 4.5328\,-74.1037 4.5455\,-74.0985 4.543\,-74.0938 4.5282\,-74.0939 4.5033\,-74.0851 4.4976\,-74.0828 4.5576\,-74.068 4.5637\,-74.0592 4.6303\,-74.0237 4.6891\,-74.0231 4.7346\,-74.0125 4.7333\,-74.0338 4.8011\,-74.0254 4.8231\,-74.0531 4.8333\,-74.0586 4.8154\,-74.0782 4.8225\,-74.0412 4.8076\,-74.0632 4.7711\,-74.0756 4.7586\,-74.1208 4.7606\,-74.1282 4.7268\,-74.1581 4.7254\,-74.1559 4.7086\,-74.1769 4.7027\,-74.1584 4.6626\,-74.2211 4.6443\,-74.2235 4.6252))"
BOI,Boise Air Terminal,Ada County,Boise,POINT(-116.2308 43.6005),"POLYGON((-116.5134 43.4593\,-116.5119 43.2905\,-116.4331 43.2963\,-116.4102 43.2827\,-116.3769 43.2376\,-116.3838 43.1909\,-116.308 43.1228\,-115.9787 43.1134\,-115.9757 43.5914\,-116.282 43.8074\,-116.5125 43.8072\,-116.5131 43.6342\,-116.4735 43.6341\,-116.4736 43.4592\,-116.5134 43.4593))"
BOJ,Bourgas,Бургас,Burgas,POINT(27.4702 42.503),"POLYGON((27.2089 42.5489\,27.4469 42.2956\,27.5705 42.4442\,27.5109 42.4286\,27.4427 42.4615\,27.4963 42.7041\,27.2089 42.5489))"
BOM,Chhatrapati Shivaji Int'l,Mumbai Suburban,Mumbai,POINT(72.8775 19.0761),"POLYGON((72.7837 19.2649\,72.7817 19.1945\,72.7966 19.1949\,72.7811 19.1652\,72.7872 19.1301\,72.8052 19.1388\,72.8263 19.0964\,72.8172 19.043\,72.8793 19.0478\,72.8873 18.9919\,72.9123 18.9969\,72.9592 19.0463\,72.9429 19.1148\,72.9817 19.1704\,72.9398 19.189\,72.9251 19.216\,72.9102 19.2076\,72.9055 19.2492\,72.8626 19.2685\,72.8394 19.2665\,72.8272 19.245\,72.7837 19.2649))"
BOS,Gen E L Logan Int'l,Revere,Revere,POINT(-71.004 42.4189),"POLYGON((-71.0332 42.4142\,-70.9844 42.3887\,-70.9592 42.4077\,-70.9491 42.4437\,-71.0041 42.4299\,-71.0188 42.4501\,-71.0332 42.4142))"
BRC,Teniente Luis Candelaria Int'l,San Carlos de Bariloche,San Carlos de Bariloche,POINT(-71.3 -41.15),"POLYGON((-71.5881 -41.0781\,-71.5144 -41.1169\,-71.5196 -41.1395\,-71.4507 -41.1442\,-71.4863 -41.1737\,-71.4395 -41.1993\,-71.4097 -41.1611\,-71.3916 -41.186\,-71.3539 -41.1884\,-71.3438 -41.2062\,-71.3105 -41.1827\,-71.2431 -41.1859\,-71.2432 -41.1651\,-71.1821 -41.1475\,-71.1374 -41.1132\,-71.1511 -41.0838\,-71.1884 -41.0881\,-71.19 -41.1016\,-71.2604 -41.1286\,-71.3984 -41.1211\,-71.4912 -41.059\,-71.4217 -41.0913\,-71.4717 -41.0465\,-71.521 -41.042\,-71.5296 -41.054\,-71.5607 -41.0371\,-71.5823 -41.0465\,-71.5641 -41.0717\,-71.5881 -41.0781))"
BRE,Bremen,Bremen,Bremen,POINT(8.8 53.0833),"POLYGON((8.4816 53.2265\,8.5339 53.1869\,8.6199 53.1669\,8.6665 53.0917\,8.7039 53.0815\,8.7096 53.046\,8.7308 53.0338\,8.7706 53.0531\,8.8221 53.0209\,8.8668 53.0218\,8.862 53.0356\,8.8663 53.0407\,8.9158 53.011\,8.9803 53.0468\,8.961 53.0852\,8.9907 53.0966\,8.9472 53.1162\,8.9833 53.1257\,8.9448 53.1521\,8.9125 53.1326\,8.8632 53.1314\,8.8293 53.1643\,8.7762 53.1582\,8.6994 53.1854\,8.6594 53.1772\,8.6279 53.1983\,8.5934 53.1842\,8.5802 53.1931\,8.5991 53.2128\,8.554 53.2078\,8.5175 53.2285\,8.4816 53.2265))"
BRM,Jacinto Lara Int'l,Municipio Iribarren,Barquisimeto,POINT(-69.3467 10.0678),"POLYGON((-69.6762 10.2353\,-69.4877 9.7904\,-69.3423 9.7278\,-69.3125 10.0196\,-69.1307 10.1413\,-69.3116 10.2651\,-69.2427 10.4824\,-69.4462 10.5226\,-69.6762 10.2353))"
BRO,Brownsville-South Padre Island Int'l,Matamoros,Heroica Matamoros,POINT(-97.5042 25.8797),"POLYGON((-97.9426 25.3853\,-97.5162 25.0425\,-97.1474 25.9563\,-97.4056 25.8376\,-97.9022 26.061\,-97.7366 25.504\,-97.9426 25.3853))"
BRS,Bristol Int'l,Cardiff,Caerdydd,POINT(-3.1792 51.4817),"POLYGON((-3.3438 51.5299\,-3.3366 51.5088\,-3.2984 51.4999\,-3.271 51.4651\,-3.2189 51.4749\,-3.1597 51.4428\,-3.0774 51.4943\,-3.0904 51.5099\,-3.0689 51.5202\,-3.1637 51.5605\,-3.2616 51.5378\,-3.2744 51.5512\,-3.3101 51.549\,-3.3438 51.5299))"
BRU,Brussels,Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest,Brussels,POINT(4.3525 50.8467),"POLYGON((4.2438 50.8196\,4.3065 50.8124\,4.3312 50.7755\,4.3829 50.7637\,4.4823 50.793\,4.4472 50.8083\,4.4767 50.8204\,4.4671 50.8446\,4.4209 50.8677\,4.4371 50.8788\,4.4329 50.8947\,4.4035 50.9139\,4.3775 50.897\,4.2938 50.889\,4.2829 50.8378\,4.2438 50.8196))"
BSB,Juscelino Kubitschek Int'l,Plano Piloto,Brasília,POINT(-47.8828 -15.7939),"POLYGON((-48.0896 -15.6789\,-48.0822 -15.7312\,-48.0474 -15.7538\,-48.0042 -15.755\,-47.9781 -15.7828\,-47.9697 -15.7526\,-47.9169 -15.7401\,-47.9385 -15.7771\,-47.9136 -15.785\,-47.9137 -15.7981\,-47.9484 -15.8101\,-47.9533 -15.8405\,-47.9323 -15.8514\,-47.8553 -15.8274\,-47.8682 -15.8446\,-47.8716 -15.8589\,-47.8255 -15.8326\,-47.8093 -15.7932\,-47.7837 -15.7972\,-47.7859 -15.7823\,-47.8065 -15.7876\,-47.8161 -15.7514\,-47.8386 -15.7342\,-47.8589 -15.7246\,-47.8277 -15.7507\,-47.8319 -15.7737\,-47.8811 -15.7301\,-47.9097 -15.7285\,-47.8597 -15.6881\,-48.0044 -15.5786\,-48.0744 -15.6285\,-48.0896 -15.6789))"
BSR,Basrah Int'l,ناحية مرکز قضاء البصرة,Al Başrah,POINT(47.81 30.515),"POLYGON((47.7192 30.5247\,47.7892 30.3816\,47.8777 30.4232\,47.847 30.4464\,47.8856 30.4832\,47.8752 30.4893\,47.859 30.5033\,47.8304 30.5418\,47.8224 30.5484\,47.8153 30.553\,47.7957 30.5611\,47.7883 30.5658\,47.7785 30.5761\,47.7531 30.5502\,47.7192 30.5247))"
BTS,Bratislava-M.R. Štefánik,okres Bratislava I,Bratislava,POINT(17.1097 48.1439),"POLYGON((17.0721 48.171\,17.0739 48.1424\,17.1324 48.1457\,17.1252 48.1561\,17.0721 48.171))"
BTV,Burlington Int'l,Burlington,South Burlington,POINT(-73.2202 44.4622),"POLYGON((-73.277 44.5061\,-73.2315 44.4469\,-73.19 44.4541\,-73.1938 44.474\,-73.1761 44.4847\,-73.2418 44.529\,-73.2648 44.5246\,-73.266 44.5397\,-73.277 44.5061))"
BUD,Ferihegy,Budapest,Budapest,POINT(19.0514 47.4925),"POLYGON((18.9251 47.5441\,18.9358 47.5433\,18.9269 47.5222\,18.9448 47.5175\,18.9359 47.4915\,18.9827 47.4608\,18.9699 47.4511\,18.9762 47.4301\,18.957 47.4186\,18.9624 47.3726\,19.0836 47.4049\,19.1405 47.3497\,19.1797 47.3611\,19.2317 47.4242\,19.247 47.4192\,19.3349 47.4632\,19.3142 47.493\,19.3187 47.5154\,19.2638 47.5083\,19.2449 47.5369\,19.1903 47.539\,19.1381 47.5998\,19.0993 47.6131\,19.0746 47.5891\,19.0767 47.6069\,19.0382 47.6096\,19.0253 47.6046\,19.0345 47.5869\,18.9426 47.5789\,18.9288 47.5724\,18.9408 47.5508\,18.9251 47.5441))"
BUF,Greater Buffalo Int'l,Town of Cheektowaga,Cheektowaga,POINT(-78.7466 42.9082),"POLYGON((-78.7999 42.8717\,-78.697 42.8638\,-78.697 42.9512\,-78.799 42.9493\,-78.7999 42.8717))"
BUQ,Bulawayo,Bulawayo,Bulawayo,POINT(28.58 -20.17),"POLYGON((28.3823 -20.1551\,28.3918 -20.1704\,28.4423 -20.1805\,28.436 -20.1599\,28.4903 -20.1734\,28.4821 -20.1918\,28.5126 -20.2009\,28.4951 -20.2372\,28.5396 -20.2606\,28.5522 -20.2228\,28.6632 -20.2368\,28.6948 -20.2051\,28.6522 -20.1538\,28.677 -20.1146\,28.6543 -20.1099\,28.6654 -20.0748\,28.6497 -20.075\,28.6705 -20.0166\,28.6077 -19.9596\,28.5533 -20.0611\,28.5213 -20.0361\,28.5127 -20.0585\,28.4649 -20.0736\,28.4094 -20.0233\,28.4149 -20.1192\,28.3966 -20.1352\,28.4175 -20.1351\,28.4234 -20.1529\,28.3823 -20.1551))"
BVB,Boa Vista Int'l,Boa Vista,Boa Vista,POINT(-60.6714 2.8194),"POLYGON((-61.0005 2.6817\,-60.9173 2.6278\,-60.9154 2.5655\,-60.9446 2.5209\,-60.8937 2.5076\,-60.9147 2.4681\,-60.892 2.476\,-60.8582 2.4494\,-60.8696 2.4352\,-60.8367 2.435\,-60.824 2.547\,-60.775 2.644\,-60.6985 2.7331\,-60.6444 2.8404\,-60.6057 2.8519\,-60.539 2.9161\,-60.4922 3.0219\,-60.448 3.046\,-60.373 3.1657\,-60.412 3.2592\,-60.4084 3.2878\,-60.3457 3.3185\,-60.3467 3.3406\,-60.321 3.3715\,-60.3213 3.4182\,-60.287 3.4482\,-60.3384 3.5454\,-60.3602 3.5416\,-60.4283 3.5862\,-60.4519 3.5799\,-60.483 3.606\,-60.514 3.543\,-60.528 3.555\,-60.552 3.519\,-60.5534 3.4776\,-60.578 3.479\,-60.602 3.457\,-60.594 3.402\,-60.743 3.499\,-60.887 3.479\,-60.909 3.464\,-60.946 3.48\,-61 3.448\,-61.0005 2.6817))"
BWI,Baltimore-Washington Int'l Thurgood Marshall,Baltimore,Baltimore,POINT(-76.6144 39.3051),"POLYGON((-76.7113 39.3719\,-76.7112 39.2778\,-76.6116 39.2344\,-76.5837 39.2081\,-76.5497 39.1972\,-76.5299 39.2096\,-76.5297 39.372\,-76.7113 39.3719))"
BWN,Brunei Int'l,Brunei-Muara,Bandar Seri Begawan,POINT(114.9422 4.8903),"POLYGON((114.6611 5.0923\,114.7952 4.8889\,114.8043 4.8565\,114.7721 4.7663\,114.7892 4.7305\,114.8239 4.745\,114.8508 4.7914\,114.8963 4.8161\,114.9713 4.8082\,114.988 4.8719\,115.0153 4.8941\,115.0669 4.8708\,115.0859 4.9391\,115.1322 4.9622\,115.1642 5.0283\,115.2384 5.099\,115.1078 5.1172\,115.0647 5.1556\,114.9289 5.1508\,114.8897 5.1991\,114.7248 5.1395\,114.6611 5.0923))"
BYK,Bouaké,Gbêkê,Bouaké,POINT(-5.0167 7.6833),"POLYGON((-5.7373 7.4845\,-5.6468 7.25\,-5.296 7.2334\,-4.8858 7.5728\,-4.5021 7.6175\,-4.5339 7.8307\,-4.6239 8.031\,-5.1491 7.9551\,-5.4012 8.1651\,-5.7373 7.4845))"
BZE,Philip S. W. Goldson Int'l,Belize City,Belize City,POINT(-88.1886 17.4986),"POLYGON((-88.2834 17.5535\,-88.2426 17.5362\,-88.2409 17.5125\,-88.2245 17.5081\,-88.2621 17.4665\,-88.2307 17.4897\,-88.2077 17.4736\,-88.1814 17.4914\,-88.1993 17.5204\,-88.2265 17.5162\,-88.2393 17.5415\,-88.2834 17.5535))"
CAE,Columbia Metro,Lexington County,West Columbia,POINT(-81.0936 33.9932),"POLYGON((-81.5752 33.8751\,-81.5044 33.809\,-81.4318 33.7748\,-81.4111 33.733\,-81.367 33.7295\,-81.1873 33.6536\,-80.9253 33.7556\,-80.9606 33.7788\,-81.0142 33.781\,-81.0363 33.7451\,-81.0584 33.7469\,-81.0418 33.8592\,-81.0125 33.8802\,-81.0219 33.8879\,-81.0087 33.9043\,-81.0303 33.9152\,-81.017 33.9306\,-81.0486 33.9924\,-81.1823 34.0914\,-81.2777 34.1007\,-81.3151 34.1461\,-81.2996 34.1639\,-81.3114 34.1856\,-81.3392 34.1974\,-81.404 34.1777\,-81.4355 34.1285\,-81.3897 34.0754\,-81.4657 34.088\,-81.5752 33.8751))"
CAI,Cairo Int'l,الجيزة,Giza,POINT(31.2118 29.987),"POLYGON((27.3106 27.738\,28.6251 27.7403\,28.8226 27.9798\,29.2392 28.1312\,29.585 28.3447\,29.7592 28.6486\,29.7797 28.8026\,29.8506 29.0924\,30.5633 29.6264\,30.6968 29.6997\,31.0235 29.7163\,31.123 29.4359\,31.2118 29.4362\,31.2351 29.3674\,31.2029 29.3066\,31.231 29.2522\,31.2122 29.1866\,31.8445 29.0106\,31.9063 29.7483\,31.7318 29.7693\,31.4643 29.7533\,31.2867 29.766\,31.2958 29.8008\,31.2829 29.9126\,31.2711 29.9422\,31.2351 29.9649\,31.2203 30.0136\,31.2146 30.0659\,31.2357 30.1225\,31.1715 30.1389\,31.0686 30.219\,31.0137 30.1972\,30.9887 30.208\,30.9548 30.283\,30.9131 30.2864\,30.9163 30.3341\,30.8742 30.3401\,30.8359 30.3263\,30.7866 30.2732\,30.3112 29.9203\,29.5704 29.556\,28.7293 28.8197\,27.7856 28.6355\,27.3106 27.738))"
CAN,Guangzhou Baiyun Int'l,越秀区,Guangzhou,POINT(113.26 23.13),"POLYGON((113.2351 23.1711\,113.2489 23.11\,113.3168 23.1116\,113.3008 23.1621\,113.2566 23.1505\,113.2351 23.1711))"
CAS,Casablanca-Anfa,Province de Médiouna إقليم مديونة,Mediouna,POINT(-7.51 33.45),"POLYGON((-7.5997 33.4739\,-7.5866 33.4628\,-7.5957 33.4558\,-7.5235 33.4108\,-7.4572 33.4512\,-7.3534 33.4679\,-7.373 33.4728\,-7.3788 33.5237\,-7.4168 33.5617\,-7.4528 33.5567\,-7.4781 33.5808\,-7.484 33.5652\,-7.5149 33.5684\,-7.5432 33.5514\,-7.5344 33.5324\,-7.5582 33.5204\,-7.543 33.5021\,-7.5997 33.4739))"
CAY,Cayenne – Rochambeau,Cayenne,Cayenne,POINT(-52.33 4.933),"POLYGON((-52.3402 4.9371\,-52.3179 4.8907\,-52.3102 4.9158\,-52.2808 4.9312\,-52.304 4.9516\,-52.3402 4.9371))"
CBR,Canberra Int'l,District of Canberra Central,Canberra,POINT(149.1269 -35.2931),"POLYGON((149.0702 -35.2981\,149.092 -35.3129\,149.0872 -35.3264\,149.1143 -35.3244\,149.1244 -35.3479\,149.1616 -35.3304\,149.1907 -35.3397\,149.1514 -35.275\,149.1803 -35.2513\,149.1612 -35.2258\,149.0883 -35.2578\,149.0879 -35.2851\,149.0702 -35.2981))"
CCP,Carriel Sur Int'l,Talcahuano,Talcahuano,POINT(-73.1219 -36.7167),"POLYGON((-73.1619 -36.7116\,-73.1465 -36.7337\,-73.1266 -36.732\,-73.1522 -36.7624\,-73.0662 -36.7955\,-73.0157 -36.7398\,-73.1072 -36.7215\,-73.0906 -36.6301\,-73.107 -36.615\,-73.1335 -36.6414\,-73.138 -36.6954\,-73.1619 -36.7116))"
CCS,Simón Bolivar Int'l,Parroquia Catia La Mar,Catia La Mar,POINT(-67.0333 10.6),"POLYGON((-67.0954 10.5693\,-67.0763 10.5585\,-67.0861 10.5299\,-67.0661 10.511\,-67.0528 10.538\,-67.0074 10.565\,-67.0328 10.6216\,-67.0883 10.5952\,-67.0954 10.5693))"
